,time,168,235,280,302,347,414,459,481,526,213,504,392,571,325,258,437,191,549,482,370,303,236,415,527,348,460,169,281,214
0,0,761.5630625,559.341,766.6275625,729.3155,760.1115,717.2298125,722.1870625,672.028125,599.1624375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,760.9700625,560.0331875,762.626,731.9353125,758.4984375,718.2496875,718.722125,675.621125,597.156125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,760.441125,560.811625,758.6671875,734.6116875,756.94575,719.33525,715.3081875,679.26675,595.22525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,759.9764375,561.675875,754.75175,737.344,755.4536875,720.486375,711.9460625,682.9640625,593.3705625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,759.576125,562.6255625,750.8805,740.131625,754.0228125,721.702625,708.636375,686.7123125,591.5928125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,759.24025,563.66025,747.0539375,742.973875,752.6533125,722.9836875,705.38,690.510625,589.8926875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,758.968875,564.7795,743.2729375,745.8701875,751.3455625,724.32925,702.1775625,694.358125,588.2708125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,758.7621875,565.98275,739.538125,748.8199375,750.0999375,725.738875,699.029875,698.2540625,586.727875,817.9200625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,758.620125,567.2695,735.85025,751.8225,748.9166875,727.2123125,695.937625,702.197625,585.2645625,812.941875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,758.54275,568.63925,732.2099375,754.877125,747.796125,728.749125,692.901625,706.188,583.8813125,807.993375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,758.530125,570.09125,728.618,757.9833125,746.738625,730.3488125,689.9225625,710.224375,582.578875,803.0750625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,758.58225,571.625,725.075125,761.1404375,745.7443125,732.011125,687.00125,714.3059375,581.3576875,798.1875625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,758.699,573.2398125,721.582,764.34775,744.8135,733.7355,684.138375,718.432,580.2183125,793.331375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
