,time,422,444,915,937,982,960,467,938,445,983,423,916,490,961
0,0,702.657125,646.9545625,793.96425,760.3806875,696.81375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,699.1785625,650.4705625,792.05475,764.805875,696.1556875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,695.7530625,654.0423125,790.2019375,769.2688125,695.5675625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,692.3813125,657.668875,788.406125,773.7688125,695.0495625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,689.0641875,661.3493125,786.66775,778.30525,694.601875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,685.802375,665.0828125,784.98725,782.8775,694.2245625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,682.5968125,668.8684375,783.364875,787.484875,693.91775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,679.4481875,672.7053125,781.8010625,792.1268125,693.6815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,676.3573125,676.5925625,780.2961875,796.8026875,693.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,673.325,680.52925,778.8505625,801.511875,693.4211875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,670.352125,684.514625,777.4645,806.2538125,693.3971875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,667.439375,688.5478125,776.138375,811.027875,693.4439375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,664.5875625,692.6279375,774.8724375,815.8335625,693.5614375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,661.7975625,696.7541875,773.667,0.0,693.7496875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,659.0700625,700.9256875,772.522375,0.0,694.0085625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,656.405875,705.14175,771.4388125,0.0,694.3380625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,653.8058125,709.4015,770.4165625,0.0,694.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,651.270625,713.7041875,769.455875,0.0,695.2083125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,648.8010625,718.0489375,768.5569375,0.0,695.748875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,646.3979375,722.435125,767.7200625,0.0,696.3594375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,644.061875,726.8619375,766.9454375,0.0,697.0399375,813.7988125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,641.79375,731.328625,766.2331875,0.0,697.7900625,808.7090625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
