,time,88,694,739,66,717,111,89,695,740,67
0,0,584.5388125,676.7520625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,585.3945625,677.3873125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,586.332125,678.093625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,587.35125,678.87075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,588.4515,679.7184375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,589.632375,680.6364375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,590.893375,681.6244375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,592.234,682.6821875,814.3314375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,593.6538125,683.80925,810.5383125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,595.1520625,685.0054375,806.787875,819.5641875,0.0,0.0,0.0,0.0,0.0,0.0
10,10,596.7283125,686.27025,803.08075,814.9890625,0.0,0.0,0.0,0.0,0.0,0.0
11,11,598.381875,687.6033125,799.4174375,810.4483125,0.0,0.0,0.0,0.0,0.0,0.0
12,12,600.112125,689.0043125,795.7986875,805.9424375,0.0,0.0,0.0,0.0,0.0,0.0
13,13,601.9184375,690.4728125,792.2250625,801.4720625,0.0,0.0,0.0,0.0,0.0,0.0
14,14,603.8000625,692.0083125,788.697125,797.0378125,0.0,0.0,0.0,0.0,0.0,0.0
15,15,605.7563125,693.6104375,785.2155625,792.6403125,0.0,0.0,0.0,0.0,0.0,0.0
16,16,607.7865,695.27875,781.781,788.2800625,0.0,0.0,0.0,0.0,0.0,0.0
17,17,609.8898125,697.012625,778.394,783.9578125,0.0,0.0,0.0,0.0,0.0,0.0
18,18,612.0655625,698.81175,775.05525,779.6741875,0.0,0.0,0.0,0.0,0.0,0.0
19,19,614.313,700.6754375,771.7653125,775.4298125,0.0,0.0,0.0,0.0,0.0,0.0
20,20,616.6313125,702.603375,768.524875,771.2253125,0.0,0.0,0.0,0.0,0.0,0.0
21,21,619.019625,704.594875,765.334625,767.061375,0.0,0.0,0.0,0.0,0.0,0.0
22,22,621.47725,706.6494375,762.1950625,762.938625,0.0,0.0,0.0,0.0,0.0,0.0
