,time,530,552,1068,1113,508,1091,553,1136,1069,531,1114
0,0,618.1699375,758.1918125,715.38425,749.0865625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,615.115,761.987625,716.18575,744.8659375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,612.12475,765.8281875,717.0540625,740.6873125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,609.200125,769.71275,717.989,736.551375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,606.342125,773.6406875,718.9901875,732.4589375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,603.5516875,777.61125,720.0574375,728.4106875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,600.82975,781.623875,721.1904375,724.407375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,598.17725,785.677875,722.388875,720.4498125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,595.5950625,789.7726875,723.6524375,716.538625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,593.0841875,793.9075625,724.9806875,712.6746875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,590.6455,798.081875,726.373375,708.8588125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,588.2799375,802.295125,727.830125,705.091625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,585.9883125,806.5465625,729.3505,701.3740625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,583.771625,810.8356875,730.934125,697.706875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,581.630625,0.0,732.5805625,694.090875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,579.566125,0.0,734.2894375,690.526875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,577.5790625,0.0,736.06025,687.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,575.6701875,0.0,737.892625,683.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,573.8403125,0.0,739.7860625,680.1548125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,572.090125,0.0,741.7400625,676.806875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,570.4204375,0.0,743.7541875,673.5150625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,568.8319375,0.0,745.827875,670.280125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,567.32525,0.0,747.96075,667.1029375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,565.901125,0.0,750.15225,663.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,564.560125,0.0,752.4018125,660.9251875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,563.302875,0.0,754.709,657.92625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,562.1299375,0.0,757.0731875,654.988375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,561.0418125,0.0,759.493875,652.1124375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,560.039,0.0,761.9705625,649.29925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,559.122,0.0,764.5026875,646.5495625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,558.29125,0.0,767.089625,643.8643125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,557.5470625,0.0,769.7309375,641.2441875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,556.889875,0.0,772.426,638.6900625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
