,time,807,852,1278,1323,1256,785,830,1301,808,875,1279,853,1324,831,1257
0,0,765.37725,645.04775,649.9794375,733.5745625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,769.6809375,644.407625,653.1008125,731.1184375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,774.023875,643.842375,656.2815625,728.7213125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,778.4054375,643.3521875,659.5208125,726.3838125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,782.8249375,642.93725,662.8176875,724.1064375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,787.2816875,642.59775,666.171375,721.889875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,791.7751875,642.33375,669.581,719.7345625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,796.30475,642.145375,673.0456875,717.6411875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,800.8696875,642.03275,676.564625,715.61025,816.5285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,805.4695,641.99575,680.136875,713.6421875,813.5048125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,810.1035,642.0345625,683.76175,711.7376875,810.5295625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,814.771125,642.1490625,687.43825,709.897125,807.60325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,0.0,642.3393125,691.1656875,708.1210625,804.7265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,0.0,642.605125,694.943125,706.41,801.89975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,0.0,642.9465,698.769875,704.764375,799.123625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,0.0,643.3633125,702.6449375,703.1846875,796.3985625,815.3308125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,0.0,643.8553125,706.5676875,701.671375,793.725125,814.651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,0.0,644.4224375,710.53725,700.2248125,791.103875,814.0309375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
