,time,28,50,95,117,1580,1558,73,140,6,1536,118,51,1581,96,29,163,1559
0,0,744.5208125,693.897875,720.3695,800.6095,697.9353125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,740.908,696.7739375,717.67575,803.9736875,699.746375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,737.343875,699.708125,715.0404375,807.3845,701.622625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,733.829125,702.69975,712.464125,810.8414375,703.563625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,730.3644375,705.748125,709.9475,814.3438125,705.56875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,726.950625,708.8524375,707.49125,817.8910625,707.6375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,723.588375,712.012,705.095875,0.0,709.76925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,720.278375,715.2260625,702.762125,0.0,711.9635625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,717.021375,718.493875,700.490625,0.0,714.21975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,713.818125,721.8146875,698.281875,0.0,716.53725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,710.6693125,725.187875,696.136625,0.0,718.9154375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,707.5756875,728.6125625,694.0553125,0.0,721.3538125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,704.538,732.088125,692.0385625,0.0,723.851625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,701.5569375,735.6138125,690.087,0.0,726.408375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,698.6333125,739.188875,688.2011875,0.0,729.0234375,818.076625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,695.76775,742.812625,686.3815625,0.0,731.6960625,814.8051875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,692.961,746.4843125,684.62875,0.0,734.42575,811.5809375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,690.213875,750.2033125,682.94325,0.0,737.2118125,808.4045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,687.5269375,753.9688125,681.3255,0.0,740.0535625,805.2763125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,684.9010625,757.78025,679.7760625,0.0,742.9504375,802.1970625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,682.3368125,761.63675,678.295375,0.0,745.9018125,799.1673125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,679.835,765.5378125,676.8839375,0.0,748.9069375,796.1875625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,677.3961875,769.482625,675.542125,0.0,751.9651875,793.2584375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,675.02125,773.4705625,674.2703125,0.0,755.0759375,790.3805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,672.7106875,777.5009375,673.0690625,0.0,758.238625,787.55425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,670.46525,781.573125,671.9385625,0.0,761.4524375,784.7803125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,668.285625,785.6864375,670.8793125,0.0,764.7168125,782.0591875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,666.172375,789.84025,669.8915625,0.0,768.031125,779.3915625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,664.12625,794.0339375,668.9756875,0.0,771.3946875,776.7778125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
