,time,1147,1192,1214,1259,1281,1326,1393,1125,1371,1304,1237,1170,1349,1282,1103,1416,1215,1148,1327,1394,1260,1193,1372,1126,1305
0,0,591.7823125,721.282,604.775625,623.8704375,700.8374375,567.451875,692.4524375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,592.6719375,716.8600625,607.5059375,620.84975,705.075375,566.352,692.8144375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,593.6426875,712.479125,610.304,617.8931875,709.3566875,565.3364375,693.247125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,594.6941875,708.139875,613.16875,615.0015625,713.6804375,564.405625,693.7501875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,595.826,703.843125,616.099375,612.175875,718.0459375,563.56,694.323625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,597.037625,699.5895625,619.0948125,609.417125,722.4524375,562.8,694.9671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,598.3286875,695.3801875,622.15425,606.7260625,726.8991875,562.1259375,695.6806875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,599.698625,691.215625,625.2766875,604.10375,731.3854375,561.5380625,696.463875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,601.146875,687.09675,628.461125,601.551,735.9104375,561.0366875,697.316625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
