,time,907,952,974,1019,1041,1086,1108,1153,1131,885,1064,997,930,1109,1176,1042,863,975,908,1154,1087,1020,953,1132,886,1065,998,1199,931,1110,1177,1043,864,976,909,1155,1088,1021,954,1133,887,1066,1200,999,932,1111,1178,1044,865,977,1156,910,1089,1022,955,1134,888,1201,1067,1000,462,507,529,843,552,485,530,933,866,463,911,508,575,844,553,889,486,956,531,934,867,464,912,509,576,554,845,890,487,957,532,935,868,913,510,577,555,958,891,488
0,0,1.2475048303604126,0.7081458568572998,1.3238040208816528,0.8950449228286743,1.01679265499115,1.2070232629776,0.8074806928634644,1.01715087890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78929603099823,0.0,0.0,0.0,0.9797446727752686,0.0,0.0,0.9530470371246338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112993836402893,0.963559091091156,0.8782923221588135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1.251790165901184,0.7145771384239197,1.3142633438110352,0.9031947255134583,1.0075966119766235,1.2186651229858398,0.8000670075416565,1.0188426971435547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7846716046333313,0.0,0.0,0.0,0.9752318263053894,0.0,0.0,0.9618310332298279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082308173179626,0.9729083776473999,0.8717800378799438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1.2556631565093994,0.721082866191864,1.3045251369476318,0.91141676902771,0.9984652400016785,1.2303917407989502,0.79273521900177,1.0203273296356201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7800215482711792,0.0,0.0,0.0,0.9706008434295654,0.0,0.0,0.9706854820251465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8050861358642578,0.9823572635650635,0.8652744293212891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,1.2591041326522827,0.7276638746261597,1.2946200370788574,0.9197103977203369,0.9894005656242371,1.2422008514404297,0.7854845523834229,1.0216017961502075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7753486037254333,0.0,0.0,0.0,0.9658579230308533,0.0,0.0,0.9796087741851807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8018680810928345,0.9919059872627258,0.8587784767150879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,1.2620946168899536,0.7343212366104126,1.2845754623413086,0.9280747175216675,0.9804043769836426,1.2540901899337769,0.7783142328262329,1.0226635932922363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7706551551818848,0.0,0.0,0.0,0.9610092639923096,0.0,0.0,0.9885993003845215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7985795736312866,1.0015544891357422,0.8522947430610657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1.264618158340454,0.7410559058189392,1.274415373802185,0.9365089535713196,0.9714784026145935,1.2660571336746216,0.7712235450744629,1.0235103368759155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765943706035614,0.0,0.0,0.0,0.9560608863830566,0.0,0.0,0.9976552724838257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7952233552932739,1.0113029479980469,0.8458259105682373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,1.2666603326797485,0.7478687763214111,1.2641611099243164,0.9450119137763977,0.9626239538192749,1.2780991792678833,0.7642117142677307,1.0241402387619019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7612165808677673,0.0,0.0,0.0,0.951018750667572,0.0,0.0,1.0067744255065918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7918022274971008,1.0211511850357056,0.8393742442131042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,1.2682089805603027,0.7547609806060791,1.2538318634033203,0.9535824060440063,0.9538423418998718,1.2902132272720337,0.7572779059410095,1.0245522260665894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564760446548462,0.0,0.0,0.0,0.9458887577056885,0.0,0.0,1.0159547328948975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7883189916610718,1.0310989618301392,0.8329420685768127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,1.2692548036575317,0.7617334127426147,1.2434443235397339,0.9622191190719604,0.945134699344635,1.302396297454834,0.7504212856292725,1.024745225906372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7517242431640625,0.0,0.0,0.0,0.9406765699386597,0.0,0.0,1.0251933336257935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7847764492034912,1.041146159172058,0.8265314102172852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
