,time,1001,1068,1113,1135,1180,1202,1247,1314,1046,1225,1292,1158,1091,1270,1024,1203,1136,1069,1248,1181,1315,1114,1002,1047,1226,1293,1159,1092,1271,1025,1204,1137,1070,1249,1182,1316,1115,1048,1294,1227,1160,1093,1272,1205,1026,1138,1071,1250,1317,1183,1116,1049,1295,1228,1161,1094,623,668,1004,601,646,1027,624,1072,691,669,602,1005,1050,647,1095,1028,625,692,1073,670,603,1051,648,1096,1029,626,693,1074,671,604,1052,649,1119,362,384,1421,1399,340,385,1444,363,1422,1400,341,386,1445,364,1423,1401,409,342,1468,387,1446,365,1424,410,1469,1331,1376,1354,1332,408,1377,1355,1333,1378,1356,1334,1379,388,1357,334,356,401,894,872,379,917,357,850,895,402,335,873,380,918,358,896,403,874,381,919,359,897,404,875,382,942,920
0,0,0.747126579284668,1.2232104539871216,0.862244725227356,1.134872317314148,1.1010713577270508,0.8874109387397766,1.1718822717666626,0.7118970155715942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8197547793388367,0.0,1.130879282951355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2976183891296387,0.7423451542854309,0.6988459229469299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0865936279296875,0.7325047254562378,1.0222333669662476,0.0,0.0,0.8737574815750122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7908458113670349,0.806422233581543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7677605152130127,0.872295618057251,0.7933602929115295,1.2462302446365356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.7472209334373474,1.217746376991272,0.8704498410224915,1.1238939762115479,1.1118398904800415,0.8790371417999268,1.177437424659729,0.712081789970398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8134534955024719,0.0,1.1365892887115479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2856510877609253,0.7467066049575806,0.7021369338035583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0972703695297241,0.7278152704238892,1.0316823720932007,0.0,0.0,0.881900429725647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7846959233283997,0.8083482384681702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7710192203521729,0.8642033338546753,0.7947253584861755,1.2382155656814575,0.7019841074943542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.7472277283668518,1.2119789123535156,0.8787481784820557,1.1130143404006958,1.1227078437805176,0.8707560896873474,1.1827325820922852,0.7121893763542175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8071776628494263,0.0,1.1420865058898926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2737298011779785,0.7510489225387573,0.7053934335708618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1080451011657715,0.7231225371360779,1.041196346282959,0.0,0.0,0.8901229500770569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778574526309967,0.8101774454116821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7742182612419128,0.8561938405036926,0.7959936857223511,1.229993462562561,0.7079744338989258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.7471469044685364,1.2059284448623657,0.8871402740478516,1.1022340059280396,1.1336742639541626,0.8625670075416565,1.1877514123916626,0.7122197151184082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8009289503097534,0.0,1.1473569869995117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2618606090545654,0.755370020866394,0.7086134552955627,0.6986426115036011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118916630744934,0.7184282541275024,1.0507725477218628,0.0,0.0,0.8984248638153076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7724829912185669,0.8119080662727356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7773551940917969,0.8482668995857239,0.7971639633178711,1.2215869426727295,0.7140199542045593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.7469786405563354,1.1996147632598877,0.895626962184906,1.091553807258606,1.1447383165359497,0.854469358921051,1.1924777030944824,0.7121726870536804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7947089076042175,0.0,1.1523871421813965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2500487565994263,0.7596675753593445,0.7117953300476074,0.7039856910705566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.129883885383606,0.7137341499328613,1.060408115386963,0.0,0.0,0.9068058133125305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7664225697517395,0.8135381937026978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7804275155067444,0.8404223322868347,0.7982350587844849,1.2130169868469238,0.7201207280158997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.7467229962348938,1.1930572986602783,0.9042087197303772,1.0809742212295532,1.155898928642273,0.8464623689651489,1.1968954801559448,0.7120484709739685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7885189056396484,0.0,1.157163143157959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2382988929748535,0.763939380645752,0.714937150478363,0.7093585729598999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1409454345703125,0.7090416550636292,1.0700998306274414,0.0,0.0,0.9152653217315674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7603944540023804,0.8150660395622253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7834326028823853,0.8326598405838013,0.7992057204246521,1.2043036222457886,0.7262769341468811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.7463802099227905,1.1862748861312866,0.9128863215446472,1.070495843887329,1.1671550273895264,0.8385453224182129,1.2009891271591187,0.7118471264839172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782360315322876,0.0,1.1616711616516113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.226615309715271,0.7681830525398254,0.718036949634552,0.7147606015205383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.152099847793579,0.7043524384498596,1.0798441171646118,0.0,0.0,0.9238029718399048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543997764587402,0.8164899945259094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7863680124282837,0.8249789476394653,0.8000750541687012,1.195464849472046,0.7324885725975037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.7459506392478943,1.1792857646942139,0.9216601252555847,1.0601190328598022,1.178505301475525,0.8307174444198608,1.204743504524231,0.7115687727928162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7762343883514404,0.0,1.1658977270126343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2150019407272339,0.7723962068557739,0.721092939376831,0.7201909422874451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1633456945419312,0.6996678113937378,1.0896371603012085,0.0,0.0,0.9324180483818054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7484394311904907,0.8178085088729858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7892312407493591,0.8173794150352478,0.8008419871330261,1.1865179538726807,0.7387557029724121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.745434582233429,1.1721073389053345,0.9305307865142822,1.0498441457748413,1.1899486780166626,0.8229779005050659,1.2081438302993774,0.7112136483192444,0.699207067489624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7701422572135925,0.0,1.1698296070098877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2034622430801392,0.7765763401985168,0.7241031527519226,0.7256487607955933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1746809482574463,0.0,1.0994744300842285,0.0,0.0,0.9411097764968872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7425144910812378,0.81902015209198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7920196652412415,0.8098606467247009,0.8015058040618896,1.1774781942367554,0.7450783252716064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
