,time,1255,1300,1322,1367,1389,1434,1479,1501,1546,1233,1412,1345,1524,1278,1457,1390,1323,1502,1256,1435,1569,1368,1301,1547,1480,1413,1234,1346,1525,1279,1458,1391,1324,1503,1257,1570,1436,1369,1302,1548,1481,1414,1235,1347,1526,1280,1459,1392,1325,1504,1571,1258,1437,1370,1303,1549,1482,1415,1236,1348,1527,1281,1460,877,899,944,922,855,900,1326,1259,878,945,1304,923,856,1237,1282,901,1327,1260,924,879,1305,902,857,1283,880,1350,1328,925,1261,858,1306,903,55,100,616,594,78,639,56,617,101,595,79,640,57,618,102,663,596,80,641,125,619,58,103,664,81
0,0,1.032097578048706,0.96425461769104,0.998629629611969,1.140648603439331,0.7293687462806702,1.2914752960205078,0.8473196029663086,1.1216970682144165,0.7934460639953613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8251670002937317,0.0,0.0,1.0431604385375977,0.0,0.0,0.7103872299194336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089906096458435,0.8357329368591309,0.7432780265808105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9757488965988159,0.7834451198577881,1.5185866355895996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1.026430368423462,0.973619282245636,0.9892188906669617,1.1482003927230835,0.7231467962265015,1.2874220609664917,0.855391800403595,1.1119006872177124,0.7982093691825867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8234715461730957,0.0,0.0,1.0444364547729492,0.0,0.0,0.7166268825531006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0990909337997437,0.8281725645065308,0.7436618208885193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.969955325126648,0.7880647778511047,1.5054510831832886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1.0206481218338013,0.9830846786499023,0.9798960089683533,1.1556174755096436,0.7169834971427917,1.2828985452651978,0.8635572195053101,1.1021322011947632,0.8029451966285706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8216719031333923,0.0,0.0,1.0454843044281006,0.0,0.0,0.7229295372962952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1082741022109985,0.8206870555877686,0.7439607977867126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9640844464302063,0.7926570177078247,1.492324709892273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,1.0147589445114136,0.9926511645317078,0.9706615209579468,1.1628855466842651,0.7108784317970276,1.2779312133789062,0.8718167543411255,1.0923972129821777,0.8076506853103638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8197700381278992,0.0,0.0,1.0463014841079712,0.0,0.0,0.7292956113815308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1174482107162476,0.8132763504981995,0.7441748380661011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9581426978111267,0.7972190380096436,1.4792163372039795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,1.0087705850601196,1.0023187398910522,0.9615159034729004,1.1699894666671753,0.7048314809799194,1.2725476026535034,0.8801712393760681,1.0827007293701172,0.8123229742050171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8177679777145386,0.0,0.0,1.0468862056732178,0.0,0.0,0.735725462436676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1266047954559326,0.8059400916099548,0.7443035840988159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9521361589431763,0.8017480373382568,1.4661321640014648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,1.0026909112930298,1.0120877027511597,0.9524595141410828,1.1769136190414429,0.6988422274589539,1.2667756080627441,0.88862144947052,1.0730472803115845,0.816959023475647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8156679272651672,0.0,0.0,1.0472372770309448,0.0,0.0,0.7422194480895996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1357351541519165,0.7986781597137451,0.7443470358848572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9460708498954773,0.8062412142753601,1.4530775547027588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.9965272545814514,1.0219579935073853,0.9434925317764282,1.1836413145065308,0.0,1.2606430053710938,0.8971680998802185,1.0634410381317139,0.8215556144714355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8134720325469971,0.0,0.0,1.0473538637161255,0.0,0.0,0.7487779259681702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.144829511642456,0.7914901375770569,0.7443050742149353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9399524331092834,0.8106955289840698,1.4400569200515747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.9902868270874023,1.031929612159729,0.9346152544021606,1.1901557445526123,0.0,1.2541769742965698,0.9058119058609009,1.0538859367370605,0.8261097073554993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8111826181411743,0.0,0.0,1.0472357273101807,0.0,0.0,0.7554012537002563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1538774967193604,0.7843757271766663,0.7441777586936951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9337864518165588,0.8151079416275024,1.4270745515823364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,0.9839765429496765,1.0420024394989014,0.9258275628089905,1.1964389085769653,0.0,1.2474042177200317,0.9145535826683044,1.044385313987732,0.8306179642677307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8088019490242004,0.0,0.0,1.0468831062316895,0.0,0.0,0.7620895504951477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.162867784500122,0.7773345708847046,0.743965208530426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9275782108306885,0.8194754123687744,1.4141343832015991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
